social_trust,religion,age,gender,race,children,education,employment,income,rural,extreme_weather,pro_envrnmt,human_nature,cultur3,party,ideol,cncrn_natres,climate_cause,climate_risk,policy4
3.333333333,6,29,0,0,1,6,1,65000,0,2,0.125,3,2,1,3,6,0,7,1
3.833333333,8,48,0,0,0,5,1,46000,0,3,0.25,2,4,1,2,10,1,10,1
3.666666667,6,21,0,0,0,2,1,30000,0,2,0.5,3,4,0,0,10,1,4,1
3,0,30,0,0,1,2,1,15600,0,3,0.125,3,3,3,1,7,1,10,1
1,5,18,0,0,NA,2,0,50000,1,2,0.125,1,3,3,4,0,1,5,3
3.5,10,55,0,0,3,3,1,20000,0,3,0.25,2,3,1,2,10,1,10,1
3.333333333,10,63,0,0,1,6,0,9500,0,2,0.125,3,1,1,3,4,0,5,2
3.5,10,57,0,0,0,6,1,7500,0,3,0.25,3.5,3,1,6,9,1,10,1
3.833333333,2,23,0,0,2,4,1,50000,1,2,0.5,3,1,1,1,1,1,7,3
5,8,55,0,0,1,5,1,20000,0,2,0.125,4,1,1,2,8,1,5,2
5,7,19,1,0,1,2,0,15000,0,3,0.5,4,4,3,2,9,0,6,3
0,10,54,0,0,1,6,1,59459,0,3,0.5,3,3,1,4,10,1,10,1
4,8,54,0,0,0,3,0,12000,0,2,0.5,3,1,1,4,5,1,5,3
3.666666667,10,36,0,0,0,6,0,60000,0,3,0.25,1.5,4,1,5,8,1,8,1
1,0,58,1,0,0,4,0,50000,0,1,0.125,1,2,1,7,0,0,0,4
3.833333333,4,19,0,0,0,2,0,17469,0,2,0.25,3,2,3,4,5,0,5,3
2,5,25,1,0,0,4,0,40000,0,2,0.25,1,2,3,4,0,0,0,0
2.833333333,8,28,0,0,0,6,1,NA,0,3,0.75,2,2,3,6,8,0,7,1
5,5,23,1,0,0,5,0,14000,0,3,0.125,4,2,1,3,5,1,4,3
4,10,69,0,0,0,2,0,0,0,2,0.375,1,3,1,2,10,0,5,2
4.166666667,10,64,0,0,0,6,0,12500,0,2,0.375,3.5,2,2,5,5,0,6,1
2.5,6,42,1,0,0,2,1,28000,0,2,0.75,3,4,1,5,6,1,7,1
4,10,72,0,0,0,8,0,41000,1,3,0.25,2,3,1,3,8,1,8,2
4.666666667,8,56,0,1,0,2,0,55000,0,2,0.375,3,4,2,7,4,0,5,3
0,5,20,0,0,0,4,0,5000,0,1,0.125,0,2,0,0,0,0,5,0
4.5,3,45,1,0,2,4,1,27000,0,2,0.25,3.5,2,1,2,8,1,9,1
3.166666667,9,24,1,0,3,6,1,2.00E+05,0,3,0.75,4,2,3,7,10,1,9,1
4.833333333,7,24,0,0,0,7,0,5000,0,3,0.25,4,2,1,2,8,0,5,2
5.5,10,49,0,0,0,2,0,60000,0,2,0.375,2,1,2,6,9,1,8,1
7,10,39,0,0,2,7,0,5,1,3,0.125,5,1,1,1,10,0,10,1
5,3,34,0,0,0,6,1,1000,0,3,0.125,4,2,1,1,3,1,8,2
3.166666667,10,50,0,0,0,4,1,40000,0,2,0.625,3.5,2,3,4,6,1,10,2
3.666666667,8,42,1,0,1,2,1,20350,1,2,0.5,2,3,1,4,10,0,7,1
5.166666667,8,27,0,0,0,6,1,35000,1,2,0.25,3,1,1,1,9,0,6,1
2.5,10,67,0,0,0,5,1,29600,0,0,0.25,4,4,1,5,8,0,5,2
3.166666667,9,49,1,0,0,4,1,65000,0,3,0.375,2.5,4,1,3,6,1,8,2
4.166666667,10,68,0,0,0,5,0,52000,0,2,0.5,2,4,1,4,8,0,8,1
4.166666667,5,25,0,0,2,4,1,45000,0,3,0.75,1.5,2,1,3,9,1,9,1
4.666666667,10,51,0,1,1,4,0,25000,0,1,0.125,1,4,2,7,4,0,3,2
2.833333333,0,43,0,0,0,6,1,245000,0,2,0.125,2,1,1,4,7,1,8,1
5,10,65,1,0,0,4,0,35000,0,3,0.375,2,3,1,6,8,1,10,3
4.166666667,5,51,1,0,0,3,0,50000,0,3,0.25,4,3,1,1,7,1,9,1
5.333333333,7,24,0,0,NA,5,1,45000,0,1,0.125,1,2,2,7,9,1,10,1
4.5,5,34,0,0,2,6,1,68000,0,2,0.125,1,1,3,4,5,0,0,2
5,8,34,0,0,2,4,1,2.00E+06,0,2,0.25,3,1,1,4,8,1,8,2
4,6,18,0,0,1,2,0,35000,0,3,0.125,3,3,1,4,8,0,7,1
5,8,32,1,0,2,4,1,57000,0,2,0.75,2,3,1,4,8,0,7,1
6,8,49,1,0,0,4,0,39000,0,2,0.125,5,4,1,4,10,1,7,1
2.833333333,0,28,0,0,1,3,0,60000,0,2,0.375,1.5,2,1,1,8,1,10,1
4.333333333,10,74,0,0,0,2,0,26000,0,2,0.25,2,3,4,4,8,1,9,2
5.666666667,8,41,1,1,2,6,1,1.00E+05,0,2,0.25,4,2,3,5,8,1,7,3
3.5,10,36,0,0,4,5,0,65000,1,3,0.625,2.5,1,1,5,8,1,10,1
3.333333333,4,20,1,1,0,3,1,40,0,2,0.125,3,3,3,4,5,0,4,2
4,5,34,0,0,0,2,0,50,0,2,0.125,2.5,3,1,5,5,1,5,3
3,7,33,0,0,0,7,1,59000,0,3,0,1,2,1,2,7,1,10,1
4.833333333,9,58,0,1,0,6,1,195000,1,2,0.75,2.5,2,2,6,9,0,0,3
3.166666667,7,35,0,0,0,5,1,65000,0,2,0,3,2,0,4,6,1,7,2
4,10,46,0,0,1,6,1,74500,0,1,0.25,4,1,1,1,10,0,9,1
1,10,38,0,1,0,2,1,1500,0,3,0.25,5,3,1,4,10,1,10,1
5,10,66,0,0,0,2,0,6500000,0,3,0.625,5,1,1,4,10,1,10,1
3,6,55,0,0,0,7,1,116000,0,2,0.25,5,1,1,6,10,1,6,1
2.666666667,9,45,0,1,1,4,1,25500,0,3,0.25,4,2,1,4,10,0,8,3
3.833333333,10,22,0,0,0,5,0,20000,0,3,0.375,2,1,3,4,9,1,5,2
3.833333333,10,56,0,0,0,4,0,34000,0,3,0.375,2,1,1,1,10,1,8,1
4,8,62,0,0,0,4,0,34,0,2,0.25,3.5,4,1,4,7,0,6,2
1.666666667,10,59,0,0,0,8,0,36000,0,3,0.375,2.5,2,2,7,9,1,7,1
5.5,10,36,0,0,1,3,1,3500,0,3,0.125,2.5,3,1,4,10,0,3,1
4.166666667,10,49,0,0,1,6,0,1.00E+05,0,2,0.375,2,1,3,6,0,1,10,1
2.666666667,6,26,0,0,3,4,1,15000,0,3,0,3,1,1,4,5,1,7,1
3.5,7,19,0,0,0,2,0,1848,0,3,0,3.5,3,1,4,6,1,8,2
2.666666667,0,28,0,0,1,4,1,45000,0,3,0.75,2,3,1,2,9,0,10,1
3.333333333,0,21,0,0,3,2,0,0,0,2,0.125,3,4,3,6,5,0,10,2
3.833333333,10,45,0,0,0,4,0,30000,0,3,0.5,3.5,2,1,4,7,1,5,2
2.333333333,9,39,0,0,1,2,1,15000,0,3,0.375,1.5,3,1,3,7,1,5,1
4.166666667,10,61,1,0,0,6,0,90000,0,3,0.5,2.5,2,1,2,9,1,8,2
3.5,9,51,1,0,0,5,0,52800,0,2,0.125,1.5,2,3,3,7,0,1,2
4,10,75,0,0,0,3,0,16221,0,2,0.375,3.5,4,1,4,9,1,5,2
3.333333333,2,20,0,0,0,2,0,25000,0,3,0.375,1,2,1,1,10,1,10,1
4,0,45,1,0,2,6,1,1.00E+05,0,2,0.125,3,2,3,4,5,0,0,4
4.5,9,56,0,1,0,6,1,75000,0,2,0.5,2.5,1,1,6,8,0,0,1
2.833333333,4,69,0,0,0,2,0,27500,0,2,0.25,3.5,3,1,4,7,1,7,1
3.666666667,10,59,0,0,0,7,0,55000,0,3,0.25,1.5,3,1,4,5,0,6,2
3.333333333,7,66,0,1,0,3,1,50000,1,3,0.125,2.5,2,3,3,7,1,8,2
4,5,18,0,0,0,2,0,15000,0,2,0.25,3,2,1,3,4,0,5,2
3.833333333,9,49,0,0,0,6,1,74200,0,3,0.375,1,2,3,3,9,1,9,2
4,9,37,0,0,1,2,1,30000,0,3,0.375,2.5,4,1,4,10,0,9,2
4.333333333,10,60,0,0,0,6,0,75000,1,2,0.25,1,4,3,6,10,0,0,4
4.666666667,10,55,0,0,0,1,0,1000,0,3,0.375,4,1,1,1,8,0,10,1
2.666666667,7,57,0,1,0,2,0,75,0,3,0.25,1.5,3,1,4,8,1,8,2
4,10,33,1,0,0,2,1,5000,0,2,0.25,3,4,1,4,0,0,7,1
2.5,10,33,0,0,2,2,0,45000,0,2,0.375,3,4,1,4,7,1,8,2
3.5,0,58,0,1,0,7,0,5000,1,3,0.375,1.5,2,4,7,10,0,3,1
3.833333333,9,38,0,0,2,4,0,1500,0,2,0.125,3,3,4,4,10,1,7,4
3.666666667,10,49,0,0,0,7,0,63000,0,3,0.5,2.5,3,3,4,8,1,8,1
2.5,10,27,1,0,0,6,0,24000,0,1,0.375,1,4,3,6,3,1,8,1
2.666666667,0,66,0,0,0,4,0,4000,0,3,0.25,1,4,3,5,9,0,9,2
5.333333333,7,36,0,0,4,3,1,8500,0,2,0.5,3.5,4,1,7,9,0,5,2
4.5,8,73,0,0,0,2,0,34000,0,3,0.375,1,2,1,3,7,1,10,2
3.166666667,6,31,0,0,1,4,1,9587,0,3,0.25,3.5,1,1,1,10,0,10,1
3.666666667,1,21,0,0,0,4,0,62000,0,3,0.5,3,2,3,2,7,1,8,1
3.166666667,4,32,0,1,0,4,0,54000,0,2,0.125,2.5,3,2,3,5,1,4,3
3.5,6,67,0,0,0,6,0,22000,0,3,0.375,2.5,3,1,2,5,1,6,1
2.833333333,0,36,0,0,0,0,1,75000,0,2,0,3,2,3,5,7,0,5,2
5.166666667,4,18,0,0,0,4,1,45,0,0,0,2,4,3,4,9,1,5,3
3.5,8,22,1,1,0,2,0,NA,0,2,0.125,3,4,1,2,7,0,10,3
1.666666667,5,51,1,1,0,5,0,13500,0,2,0.375,3.5,4,3,5,8,0,6,2
3.666666667,7,61,1,0,0,6,0,27000,0,3,0.25,3,2,2,5,10,1,7,1
3.666666667,6,43,0,0,3,6,0,70000,0,3,0.375,2.5,4,3,6,8,1,10,1
3.666666667,10,56,0,0,0,2,0,15000,0,3,0.25,3,3,1,2,7,1,7,2
4.5,9,66,0,0,0,5,0,12000,0,3,0.375,1,3,1,1,8,1,10,1
3.5,7,69,1,0,0,4,0,39000,0,2,0.5,3,2,3,5,6,1,10,1
3.666666667,5,35,0,0,1,2,0,0,1,3,0.375,3,4,3,4,5,0,5,2
2.5,10,68,0,1,0,4,0,50000,0,3,0.375,3,1,1,4,5,1,8,2
6,8,28,1,0,2,6,1,98000,0,3,0.25,4,4,1,4,9,1,6,3
4,7,64,0,0,0,4,0,12562,0,1,0.25,1,2,3,1,10,1,10,1
5,7,69,1,1,0,2,0,30000,0,2,0.875,3,1,1,4,9,1,7,2
5.166666667,5,19,0,0,2,2,0,2000,0,3,0.5,3,4,2,6,9,1,9,1
2.166666667,0,35,0,1,3,6,1,50000,1,2,0.375,1,2,1,4,10,1,9,2
3.166666667,3,21,0,1,0,4,0,3000,0,3,0.375,1.5,3,1,3,10,1,10,1
1.666666667,10,43,0,1,0,2,0,30000,0,3,0.375,2.5,2,1,4,10,1,10,1
3.666666667,10,67,1,1,0,4,0,60000,0,2,0.5,4,3,2,6,5,0,3,1
5.333333333,0,50,1,1,1,5,1,85600,0,3,0.75,2.5,3,2,6,10,1,9,1
4.666666667,5,45,0,1,1,6,1,75000,0,2,0.125,3.5,3,3,4,5,0,3,2
2.833333333,7,51,0,1,0,7,1,34000,0,3,0,2.5,2,1,2,5,1,9,0
4.666666667,0,30,0,0,0,6,1,68000,0,3,0.625,1,1,3,4,9,1,9,1
1,10,23,1,1,1,2,1,2.00E+05,1,2,0.25,1,2,1,4,9,0,5,2
6.166666667,8,62,0,1,0,5,0,14000,0,3,0.75,4.5,2,1,4,9,0,7,1
4.5,5,35,0,0,2,5,1,20000,1,3,0.25,3.5,4,1,1,6,1,5,2
3.333333333,0,19,1,0,0,2,0,50000,0,3,0.5,4,1,3,4,9,1,8,1
3.666666667,8,49,0,0,1,6,1,150000,0,3,0.625,3.5,1,1,4,4,1,9,2
6.166666667,9,48,0,1,1,6,1,95000,0,2,0.375,1.5,3,1,3,7,1,9,2
5,10,75,0,0,0,7,0,40000,0,3,0.75,5,2,1,4,10,1,10,1
3,9,76,1,1,0,2,1,39000,1,2,0.25,3,4,1,6,6,1,10,2
3.166666667,6,41,0,1,1,2,0,48000,1,2,0.25,2.5,4,1,4,6,1,7,1
3.666666667,8,49,0,0,0,7,1,126500,0,3,0.25,2,4,1,4,8,1,8,2
4,5,46,0,0,0,6,1,50500,0,2,0.125,3,1,3,2,5,1,5,2
2.333333333,4,45,0,0,1,7,1,25000,0,3,0.375,1,3,4,3,9,1,9,1
7,10,41,0,1,2,2,1,27000,0,3,0.5,3,4,1,4,10,0,10,4
4.333333333,7,42,1,1,2,4,1,84000,0,3,0.125,3,4,1,1,7,1,7,2
6.166666667,9,48,0,1,1,6,1,95000,0,2,0.125,1,3,1,3,8,1,9,1
3,10,53,0,0,1,6,1,NA,0,3,0.5,2,3,2,6,8,1,10,1
2.666666667,0,19,0,1,0,4,0,20000,0,3,0.25,1,4,1,2,10,1,10,1
4,0,28,0,0,0,0,1,130000,0,3,0.125,1,3,1,2,9,1,10,1
3.833333333,5,32,1,1,1,7,1,174000,0,2,0.625,3,1,2,5,4,1,6,1
2.5,10,67,0,0,0,6,0,29999,0,2,0.5,4.5,1,2,5,10,1,7,1
4.166666667,0,18,0,0,0,2,0,1.00E+05,0,3,0.125,3,4,3,4,5,1,5,1
3.5,10,51,0,1,0,3,1,24000,0,2,0.25,3,2,2,6,10,1,8,3
3.666666667,1,27,0,1,1,7,1,145000,1,3,0.625,2.5,3,3,3,9,1,10,1
7,5,34,0,1,3,1,0,0,0,1,0.125,3,4,3,7,10,1,4,4
2,10,38,0,1,3,5,1,50000,0,3,0.5,2.5,3,2,7,10,1,10,1
4.666666667,7,37,1,1,1,6,1,85000,0,2,0.5,4.5,1,2,4,10,1,6,1
4,10,66,1,0,0,7,1,141000,0,3,0.375,3.5,4,2,6,9,1,7,1
3.333333333,10,65,1,1,0,2,0,22000,0,3,0.375,1.5,2,1,6,8,1,9,1
5.166666667,10,21,1,1,0,4,0,20000,1,3,0.25,3.5,4,1,1,5,1,10,1
2.333333333,10,56,0,1,0,6,1,60000,0,1,0.375,1,1,3,6,4,0,0,2
4.166666667,10,53,0,1,1,4,1,50000,1,3,0.625,2,1,2,6,7,1,6,1
4.166666667,1,45,0,1,0,6,1,93000,0,3,0.5,1.5,3,1,2,9,1,8,1
4.166666667,10,46,0,1,2,2,1,27000,0,1,0.125,4.5,2,1,5,5,1,7,2
4.833333333,7,44,0,1,0,6,1,80000,0,3,0.125,2,3,3,3,8,1,8,1
7,10,41,0,0,3,5,0,1.00E+05,0,2,0.375,1,4,3,4,10,1,10,2
1.166666667,10,32,1,1,0,5,0,75000,0,3,0.125,1,3,3,4,0,0,10,1
7,10,36,0,0,2,2,0,0,0,2,0.125,5,1,2,7,10,0,10,2
5,10,69,0,0,0,6,0,69000,0,2,0.875,5,2,1,6,10,1,10,1
4.166666667,9,48,0,0,1,6,0,60000,1,2,0.5,3.5,4,2,7,9,1,7,3
3.166666667,7,41,1,1,0,2,0,15000,0,3,0.375,1.5,1,3,3,10,1,10,1
1.666666667,8,34,0,1,0,4,0,0,0,3,0.125,1,2,1,1,10,1,10,2
7,10,32,1,1,2,6,1,124000,1,3,0.125,5,1,2,1,10,1,10,1
4.833333333,4,47,1,1,3,5,0,24500,0,3,0.25,3.5,2,3,5,7,1,8,1
3.5,4,23,1,0,0,2,0,23000,0,3,0.125,3.5,3,2,7,7,0,8,4
1.5,10,62,0,0,0,3,0,49,0,2,0.125,2,4,1,2,10,1,10,2
5,10,63,0,0,0,6,1,34000,0,3,0.5,3,3,2,4,10,1,10,1
3.666666667,10,53,0,0,1,6,1,30000,0,2,0.25,3.5,2,3,4,10,1,9,2
3.166666667,2,36,0,0,0,7,0,34262,0,3,0.375,2,4,3,3,6,1,10,2
3.833333333,8,42,1,0,1,6,1,88000,0,1,0.25,3,4,3,3,5,1,0,3
5,7,50,0,0,0,6,1,124000,0,2,0.25,4,1,2,7,9,0,8,2
5,10,61,1,1,0,2,0,49987,1,3,0.25,1,2,1,2,10,1,10,1
4.5,0,39,1,0,0,5,1,36000,0,3,0.375,4,2,1,2,9,1,8,1
6,0,30,0,1,0,6,1,35000,0,2,0.5,5,1,1,2,8,1,8,2
5.666666667,6,32,1,0,0,7,1,45000,0,2,0.125,3.5,4,3,5,10,1,7,3
4,5,30,0,1,1,5,1,29000,0,2,0.25,3,2,3,6,5,1,6,3
2.5,10,32,0,0,3,2,1,27000,0,2,0.25,1,2,4,6,10,1,5,1
5,10,71,1,0,0,6,1,150000,0,2,0.625,3,2,1,4,10,1,7,1
5,10,41,1,1,2,6,1,95000,0,3,0.75,3,1,2,6,8,1,10,2
4,0,49,0,1,1,0,0,67000,0,3,0.125,2.5,4,1,2,5,1,7,1
3.166666667,0,25,1,0,1,6,1,58000,0,3,0.625,2,3,1,2,6,1,10,1
7,10,47,0,1,1,6,1,30000,0,3,0.375,5,1,1,4,10,0,7,1
3.666666667,1,63,0,0,0,6,0,11000,1,1,0.125,3,3,3,3,8,1,8,2
3.833333333,6,60,1,0,0,8,1,53000,0,3,0.25,4,2,1,2,8,1,8,1
2.833333333,3,47,0,0,3,6,1,55000,0,3,0.75,2.5,4,3,4,6,1,5,1
3,5,19,0,1,1,4,0,125000,0,3,0.5,1.5,3,1,3,7,1,9,1
2.833333333,8,68,0,0,0,4,0,59950,0,3,0.5,2,3,1,2,8,1,8,1
4,10,45,0,1,1,4,0,70000,0,2,0.25,3,3,2,6,8,1,5,1
3,6,41,0,1,0,3,1,18000,0,2,0.125,3,3,1,4,5,1,7,2
5.5,7,29,1,1,1,7,1,2.00E+08,0,2,0.125,3,2,2,4,3,1,8,2
2.5,5,62,1,1,0,2,0,29000,1,3,0,2.5,2,3,5,10,0,5,2
3.166666667,5,32,0,1,0,7,1,75000,0,3,0.375,1,4,1,4,8,1,7,2
2,7,51,0,0,0,6,1,75,0,3,0.125,5,2,3,3,0,1,10,1
4,5,20,0,1,0,4,0,30000,0,2,0,3,1,0,4,5,1,5,1
4.666666667,0,26,1,1,1,6,1,70000,0,3,0.375,2,1,1,2,8,1,10,1
2.666666667,9,67,1,1,0,3,0,34000,0,1,0.375,5,3,1,5,9,1,9,1
7,10,22,0,1,2,4,1,45000,0,2,0.125,5,2,1,1,10,1,10,1
5.333333333,6,52,0,1,0,3,1,22000,0,2,0.25,3.5,3,3,3,8,0,7,2
2.5,8,22,0,1,0,4,1,12000,0,3,0.25,1,2,1,2,10,1,10,1
6.333333333,7,33,1,1,1,6,1,145000,0,3,0.625,3.5,3,2,7,10,1,9,1
3.666666667,3,35,0,1,3,6,1,54000,0,3,0.375,0.5,2,2,1,5,1,10,1
2.333333333,9,67,1,1,0,7,1,110000,0,2,0.5,5,3,2,4,1,0,9,1
2.5,0,31,0,1,0,6,1,40500,0,2,0,2,4,1,2,7,1,9,1
2.833333333,0,31,1,1,1,6,0,2000,0,3,0.375,2.5,2,1,3,5,1,7,1
1.833333333,0,20,0,1,1,5,1,40000,0,3,0,2,2,1,1,7,1,10,1
4.833333333,10,28,0,1,1,6,1,75000,0,3,0.125,3.5,2,2,6,9,0,0,4
5.166666667,8,54,1,1,3,6,1,75000,1,3,0.25,3.5,2,1,3,7,1,7,1
3.666666667,10,59,1,1,0,5,1,65000,0,2,0.25,1,3,2,7,8,0,5,2
4,6,37,0,1,2,2,1,1545,0,3,0.125,3.5,2,2,4,10,1,7,1
4.666666667,10,53,1,1,4,6,1,158600,0,3,0.75,2,2,3,4,9,1,8,1
2.5,8,62,1,1,0,2,1,40000,1,3,0.125,2,3,2,5,9,1,8,1
3.666666667,10,29,1,1,0,6,1,1.00E+05,0,2,0.875,4,3,1,5,10,1,8,1
4.166666667,10,55,0,1,1,4,1,60000,0,1,0.5,3.5,3,1,2,10,1,10,1
4,7,53,1,1,1,7,1,150000,0,3,0.75,2.5,3,2,2,3,1,9,3
4,1,51,1,1,0,2,0,20000,0,2,0,4,2,3,6,7,0,4,2
4.166666667,9,30,0,1,6,2,0,54000,0,3,0.125,4,1,1,4,6,1,9,1
3.333333333,5,66,0,1,0,7,0,50000,1,2,0,2.5,2,4,4,7,1,5,2
5,0,31,0,1,3,2,1,20200,1,3,0.375,2,2,4,4,7,1,8,2
4.333333333,6,31,1,1,1,8,1,45999,1,2,0.125,1,1,1,1,10,1,10,1
2.666666667,7,25,0,1,1,4,1,10000,0,3,0.25,2,3,1,2,3,1,5,1
2.5,10,72,0,1,0,7,1,84000,0,2,0.375,3,3,3,4,10,1,10,1
4.166666667,4,58,0,1,0,3,1,29000,0,1,0.25,3,3,1,4,4,1,5,2
5,10,47,0,1,3,4,0,75000,0,1,0.5,5,1,2,6,10,1,7,1
3,10,37,0,1,0,2,1,37000,0,3,0.375,4,1,4,6,8,1,7,2
4.666666667,8,37,1,1,0,2,1,150000,0,3,0.625,3,2,3,4,6,1,10,1
2.666666667,10,58,0,1,0,6,0,42000,0,3,0.5,3.5,2,2,7,5,0,0,3
2.833333333,7,51,0,1,3,6,1,69000,1,2,0.875,1.5,2,3,5,10,1,10,1
1.5,8,70,0,1,0,2,0,24000,0,2,0.125,2.5,2,2,7,3,0,3,2
3.333333333,10,61,0,1,0,4,0,69500,1,2,0.375,1,3,1,3,10,1,10,1
4.666666667,0,35,0,1,3,4,0,64000,0,2,0.375,2,4,2,4,8,1,8,2
2.833333333,9,22,0,1,1,4,1,24500,1,3,0.25,1,4,1,4,8,1,10,1
4.833333333,5,26,0,1,2,4,0,3000,0,2,0.5,3,4,1,4,6,1,6,3
3.166666667,9,33,0,1,5,4,0,14000,0,3,0.5,3,2,1,1,10,1,10,1
2.666666667,8,57,0,1,1,7,1,175000,0,3,0.5,1.5,3,1,6,10,1,10,1
4.666666667,8,77,1,1,0,6,0,70000,1,0,0.25,4,2,2,6,8,0,0,4
3.666666667,8,72,0,1,0,7,0,77000,0,2,0.25,3.5,3,3,3,8,1,9,2
3.166666667,9,53,0,1,0,6,1,30000,0,3,0.125,3,3,1,2,7,1,9,2
5,10,61,1,1,1,5,0,20000,1,2,0.375,1,2,2,4,10,1,10,1
2.833333333,8,69,0,1,3,4,0,10000,0,3,0.375,2,2,2,4,9,1,9,2
4,0,55,0,1,1,2,1,63000,0,2,0.125,3,2,1,3,5,0,0,2
4,6,49,1,1,0,6,1,45000,0,2,0.375,3.5,3,1,4,9,1,8,2
1,0,24,0,1,0,4,1,NA,0,2,0.125,5,1,2,4,9,0,0,2
4.666666667,10,58,0,1,0,4,1,34000,0,2,0.125,1,4,3,4,7,1,6,2
5.666666667,8,35,0,1,2,7,1,150000,0,2,0.5,4.5,3,2,7,9,0,8,2
4.166666667,10,57,1,1,1,6,1,26000,0,2,0.5,2.5,1,1,3,9,0,6,2
4,0,44,0,1,0,6,1,152000,0,3,0.25,1,2,1,3,10,1,10,1
3,10,40,0,1,1,6,1,31500,0,2,0.125,5,3,3,4,10,0,10,4
5.833333333,10,35,1,1,2,6,1,150000,0,3,0.25,5,1,3,4,7,1,8,1
4.666666667,6,36,0,0,2,2,1,47000,0,2,0.375,3,2,3,2,5,0,3,2
6.166666667,10,33,1,1,1,7,1,160000,0,2,0.375,4.5,1,1,2,8,1,6,4
3,5,51,0,1,3,6,1,69000,1,2,0.5,1,3,3,5,10,1,10,1
3.333333333,0,41,0,0,0,6,1,109000,0,2,0.125,1,1,1,5,8,1,9,1
3.5,7,48,1,0,0,7,1,290000,0,3,0.25,1,4,3,4,10,1,10,1
2.833333333,7,54,1,1,1,5,1,112000,0,3,0.25,2.5,1,2,6,7,0,5,2
5.166666667,10,23,0,0,0,4,0,22000,1,3,0.375,4.5,1,2,6,10,1,8,2
4.5,5,32,1,1,0,2,1,1.00E+05,0,3,0.25,1.5,3,3,6,6,1,6,2
2.833333333,1,57,1,0,0,7,1,149000,0,2,0.25,3.5,2,3,4,4,1,6,2
4,0,69,0,0,0,7,0,35000,0,2,0.125,4,4,2,7,1,0,3,2
4,0,41,1,1,0,6,1,120000,0,3,0.25,1,2,1,3,6,0,6,2
4,5,36,0,1,1,4,0,71000,1,2,0.5,3,3,3,6,5,0,5,3
2.833333333,5,46,0,0,0,5,1,39000,0,3,0.25,1,4,1,2,10,1,10,1
3.833333333,3,59,1,0,0,6,1,1.00E+05,0,3,0.125,3,1,1,4,9,1,10,1
6.333333333,8,28,1,1,2,6,1,95000,0,2,0.375,4,1,2,4,9,0,8,2
3.333333333,8,55,0,1,0,6,1,58000,1,2,0.25,3,4,3,4,6,1,5,2
5,6,23,0,1,2,2,0,30000,0,1,0.5,2,4,4,4,8,1,7,1
4.833333333,5,65,0,0,0,6,0,60000,1,2,0.125,3,1,2,6,8,0,5,2
2.5,0,61,0,1,2,4,0,99000,0,3,0.375,0.5,2,1,3,9,1,9,1
5,0,40,0,0,0,8,1,70000,0,3,0,3,3,3,2,7,1,10,1
4.333333333,10,61,0,1,0,7,0,55000,0,3,0.25,3.5,1,1,4,10,1,10,1
4.166666667,2,48,0,0,1,6,1,145000,0,2,0.5,3.5,1,3,4,7,1,7,2
4.833333333,10,35,1,1,0,2,1,50000,0,1,0.375,4.5,1,1,1,8,0,3,2
3.5,7,63,1,1,2,6,1,174000,0,3,0.5,2,1,2,5,8,1,8,1
3,2,77,1,1,0,6,0,73000,0,3,0.375,2,1,3,3,10,1,9,2
4.333333333,8,48,0,0,3,7,1,65000,0,2,0.25,3,2,2,5,7,0,4,3
4,5,38,0,0,0,7,1,104000,0,2,0.125,3,2,1,3,5,1,5,2
5.5,9,34,0,1,2,6,1,150000,0,3,0.5,3.5,4,1,2,7,1,7,2
2.666666667,10,55,0,1,0,2,1,64000,1,2,0.125,3,2,2,5,7,1,8,1
5.666666667,8,52,1,0,2,7,1,350000,0,3,0.75,3.5,4,3,2,9,0,9,1
3.5,3,37,1,0,0,4,1,40000,0,3,0.125,3,1,1,4,5,1,7,2
5,5,69,0,0,0,6,0,89000,0,2,0.125,4,2,1,4,7,1,5,2
6.5,6,34,1,1,2,6,1,149000,0,2,0.125,4.5,2,1,2,9,1,8,3
7,10,35,1,1,2,8,1,999,0,3,0.25,5,4,1,6,10,1,6,1
4.333333333,0,38,0,0,0,6,0,30000,0,2,0.125,2.5,4,3,3,10,1,6,2
3.833333333,0,18,0,0,0,2,0,110000,0,3,0.25,1,1,1,2,9,1,6,1
3.166666667,9,58,1,0,0,5,1,0,0,3,0.375,1.5,1,2,6,4,1,10,1
3.166666667,5,38,0,1,2,2,0,80000,0,2,0.25,1.5,2,4,4,5,1,5,2
3.833333333,10,73,0,1,0,7,0,50000,0,2,0.5,2,3,1,4,10,1,7,1
3,7,47,1,1,0,2,0,13200,0,3,0.375,4,2,1,4,10,1,8,2
4,0,47,1,0,2,7,1,125000,0,3,0.25,3.5,2,2,4,5,1,9,2
3.5,2,36,0,1,0,7,1,75000,0,3,0.625,1,2,1,3,10,1,10,1
4.5,6,74,1,1,0,7,0,195000,0,3,0.125,2.5,1,3,5,6,1,8,1
4,7,61,0,1,0,5,0,57500,0,3,0.625,2,2,3,2,10,1,10,1
3.833333333,1,61,1,0,0,6,1,105000,0,3,0.25,2.5,2,1,4,5,1,6,2
3,0,62,1,1,0,4,0,14940,0,3,0,1,2,1,4,10,0,6,1
6.166666667,6,30,1,1,2,6,1,150000,0,3,0.5,4,1,1,5,10,1,10,2
3.333333333,0,50,0,1,0,2,0,500,0,3,0.125,1,1,1,6,7,0,0,3
3.166666667,0,67,1,1,0,6,0,130000,0,2,0.125,1.5,3,1,1,10,0,10,1
